"","date","st","zv","zg","lmo","wind","swr"
"34305",2014-07-25 06:00:00,943.695274877137,11.0376093314898,8.97769898176829,55.6537006890829,5.15,31.232
"34306",2014-07-25 07:00:00,941.058592827797,11.0376093314898,9.13509051569921,20.2660346981961,4.9,73.874
"34307",2014-07-25 08:00:00,936.821352893549,11.0376093314898,9.08566197626233,8.10431210870738,4.16,113.041
"34308",2014-07-25 09:00:00,936.004490711484,11.0376093314898,9.08862849527963,4.78317632124491,4.91,314.92
"34309",2014-07-25 10:00:00,942.442392923131,11.0376093314898,8.9759955104041,7.6121110733106,5.93,348.603
"34310",2014-07-25 11:00:00,948.812445812894,11.0376093314898,8.93212000908552,6.32893110293382,5.29,297.652
"34311",2014-07-25 12:00:00,950.562165547223,11.0376093314898,8.87456794019424,2.81019708108294,3.56,204.308
"34312",2014-07-25 13:00:00,950.555275840765,11.0376093314898,8.84314914280484,1.59301200461949,3.91,477.511
"34313",2014-07-25 14:00:00,949.123139741549,11.0376093314898,8.98674074688464,1.16641325650811,3.38,421.279
"34314",2014-07-25 15:00:00,942.207603239333,11.0376093314898,9.09608230855582,13.3969581729745,4.41,81.467
"34315",2014-07-25 16:00:00,937.388492862211,11.0376093314898,8.85026372542322,32.0712331797464,4.85,45.267
"34316",2014-07-25 17:00:00,938.976561783965,11.0376093314898,8.82285679003658,32.7179785451868,4.69,40.124
"34317",2014-07-25 18:00:00,942.457660579422,11.0376093314898,8.97497795129765,44.4134777240983,4.18,20.926
"34318",2014-07-25 19:00:00,937.63617082346,11.0376093314898,8.8776441099943,271.763487048922,4.02,3.042
"34319",2014-07-25 20:00:00,933.827900028702,11.0376093314898,8.90502311953513,8393.28021039252,3.35,0.057
"34320",2014-07-25 21:00:00,936.457106040403,11.0376093314898,9.08893587036283,54151.7679013772,3.71,0.012
"34321",2014-07-25 22:00:00,933.654000489039,11.0376093314898,8.9510200917812,44538.2811968305,3.57,0.013
"34322",2014-07-25 23:00:00,932.57857180515,11.0376093314898,8.99898541250968,Inf,3.58,0
"34323",2014-07-26,932.726606427481,11.0376093314898,9.15686933395881,90069.1041135022,3.84,0.008
"34324",2014-07-26 01:00:00,928.81183730767,11.0376093314898,9.16698195257998,Inf,4.23,0
"34325",2014-07-26 02:00:00,923.175452859603,11.0376093314898,9.06017625798125,Inf,3.76,0
"34326",2014-07-26 03:00:00,920.87254641807,11.0376093314898,9.00464647064486,3615.19009364066,2.67,0.067
"34327",2014-07-26 04:00:00,919.406441071433,11.0376093314898,8.94801609860014,461.527131540744,2.73,0.561
"34328",2014-07-26 05:00:00,918.934062759185,11.0376093314898,8.93827818851382,67.319186685831,3.44,7.695
